,Hotels,Prices,Descriptions,Full_Descriptions
756,Soo Major Magnifique T2 au Panier,€ 476,Managed by a private host,"Set in Marseille, less than 1 km from Joliette Metro Station and a 13-minute walk from Les Terrasses du Port Shopping Centre, Soo Major Magnifique T2 au Panier offers air conditioning. The property is situated 1.7 km from Saint-Ferreol Street, 3.4 km from Palais du Pharo and 4 km from Castellane Metro Station. The property is 2.2 km from Plage des Catalans, and within less than 1 km of the city centre.

With free WiFi, this 1-bedroom apartment offers a flat-screen TV, a washing machine and a fully equipped kitchen with an oven and microwave. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Museum of European and Mediterranean Civilisations, Vieux Port Metro station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 21 km from Soo Major Magnifique T2 au Panier."
757,T2 Panier avec loggia,€ 603,1 double bed,"T2 Panier avec loggia in Marseille provides accommodation with free WiFi, 500 metres from Joliette Metro Station, 600 metres from Les Terrasses du Port Shopping Centre and 1.2 km from Museum of European and Mediterranean Civilisations. The property is located 2.8 km from Palais du Pharo, 3.5 km from Castellane Metro Station and 3.7 km from Notre-Dame de la Garde Basilica. The property is 1.2 km from the city centre and 3 km from Plage des Catalans.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 21 km from T2 Panier avec loggia."
758,"Luxueux Appartement, 350m métro Castellane","€ 1,137",Managed by a private host,"Located in Marseille, 3.4 km from Vieux Port Metro station and 3.9 km from Saint-Ferreol Street, Luxueux Appartement, 350m métro Castellane provides accommodation with amenities such as free WiFi and a flat-screen TV. Guests can benefit from a balcony and a terrace. The property is non-smoking and is set 4.5 km from Notre-Dame de la Garde Basilica.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a bath and a hair dryer. Towels and bed linen are provided in the apartment. The accommodation offers a fireplace.

A bar can be found on-site.

Popular points of interest near the apartment include Castellane Metro Station, Marseille Chanot Exhibition and Convention Centre and Rond-Point du Prado Metro Station. The nearest airport is Marseille Provence Airport, 24 km from Luxueux Appartement, 350m métro Castellane."
759,Appartement de standing,€ 790,"2 beds (1 double, 1 sofa bed)","Set in Marseille, 1.1 km from Saint-Ferreol Street and 1.6 km from Castellane Metro Station, Appartement de standing offers city views and free WiFi. The property is situated 2.8 km from Museum of European and Mediterranean Civilisations, 3.2 km from Joliette Metro Station and 3.3 km from Notre-Dame de la Garde Basilica. The property is 2.9 km from Plage des Catalans, and within 1.2 km of the city centre.

This air-conditioned 1-bedroom apartment comes with a fully equipped kitchen, a seating area, and a flat-screen TV. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Vieux Port Metro station, La Timone Metro Station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 23 km from Appartement de standing."
760,Gare St Charles- Superbe appartement avec 3 chambres,"€ 1,051",3 double beds,"In the Saint-Charles district of Marseille, close to Marseille Saint-Charles Train Station, Gare St Charles- Superbe appartement avec 3 chambres has free WiFi and a washing machine. Guests staying at this apartment have access to a balcony. The property is non-smoking and is situated 1.6 km from Joliette Metro Station.

This apartment features 3 bedrooms, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom fitted with a walk-in shower. Towels and bed linen are available in the apartment.

Les Terrasses du Port Shopping Centre is 1.8 km from the apartment, while Vieux Port Metro station is 1.9 km from the property. The nearest airport is Marseille Provence Airport, 22 km from Gare St Charles- Superbe appartement avec 3 chambres."
761,Vieux-Port Studio neuf hyper centre Marseille,€ 550,Managed by a private host,"Located in Marseille, 2.3 km from Fausse Monnaie and 2.4 km from Plage de Maldorme, Vieux-Port Studio neuf hyper centre Marseille provides accommodation with amenities such as free WiFi and a TV. The property features city views and is less than 1 km from Saint-Ferreol Street and a 8-minute walk from Vieux Port Metro station. The property is 1.5 km from Plage des Catalans, and within 200 metres of the city centre.

The kitchen comes with a microwave, a toaster and a fridge and there is a private bathroom with a hair dryer and free toiletries. The accommodation is non-smoking.

Popular points of interest near the apartment include Palais du Pharo, Notre-Dame de la Garde Basilica and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 23 km from Vieux-Port Studio neuf hyper centre Marseille."
762,Coeur de Marseille,€ 895,Managed by a private host,"Located 2.5 km from Fausse Monnaie and 2.8 km from Prophete in Marseille, Coeur de Marseille offers accommodation with a kitchen. Among the facilities at this property are a lift and a minimarket, along with free WiFi throughout the property. The property is 70 metres from the city centre and 1.8 km from Plage des Catalans.

Leading onto a balcony with city views, the spacious air-conditioned apartment consists of 3 bedrooms. Towels and bed linen are provided in the apartment.

Popular points of interest near the apartment include Saint-Ferreol Street, Vieux Port Metro station and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 23 km from Coeur de Marseille."
763,Larachi,"€ 1,080",Managed by a private host,"Situated in Marseille, less than 1 km from Marseille Saint-Charles Train Station and 1.8 km from Joliette Metro Station, Larachi offers air conditioning. The property is around 2 km from Les Terrasses du Port Shopping Centre, 1.9 km from Vieux Port Metro station and 3 km from Saint-Ferreol Street. Castellane Metro Station is 3 km from the apartment and Museum of European and Mediterranean Civilisations is 3.1 km away.

The apartment is composed of 2 bedrooms, a fully equipped kitchen, and 1 bathroom.

La Timone Metro Station is 3.3 km from the apartment, while Notre-Dame de la Garde Basilica is 4.7 km from the property. The nearest airport is Marseille Provence Airport, 23 km from Larachi."
764,Superb apartment with mezzanine by keeper,€ 795,Managed by a private host,"Situated in the centre of Marseille, within 2 km of Plage des Catalans and 2.9 km of Fausse Monnaie, Superb apartment with mezzanine by keeper is an accommodation offering city views. The property is set 1.7 km from Museum of European and Mediterranean Civilisations, 1.8 km from Joliette Metro Station and 2 km from Les Terrasses du Port Shopping Centre. The property features a 24-hour front desk and free WiFi is available throughout the property.

The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with an oven and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Saint-Ferreol Street and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 22 km from Superb apartment with mezzanine by keeper."
765,Sainte-Catherine - Superbe appartement avec balcon Vieux-Port,€ 544,"2 beds (1 double, 1 sofa bed)","Located in the centre of Marseille, 1.3 km from Plage des Catalans and 2.2 km from Fausse Monnaie, Sainte-Catherine - Superbe appartement avec balcon Vieux-Port offers free WiFi and air conditioning. The property is close to several well-known attractions, 1.2 km from Notre-Dame de la Garde Basilica, 1.8 km from Castellane Metro Station and 2 km from Marseille Saint-Charles Train Station. The property is non-smoking and is situated 2.4 km from Plage de Maldorme.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom.

Popular points of interest near the apartment include Palais du Pharo, Saint-Ferreol Street and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 23 km from Sainte-Catherine - Superbe appartement avec balcon Vieux-Port."
766,Vieux-Port - Vue exceptionnelle - 3 ch et clim,"€ 3,665",Managed by a private host,"Right in the centre of Marseille, situated within a short distance of Plage des Catalans and Vieux Port Metro station, Vieux-Port - Vue exceptionnelle - 3 ch et clim offers free WiFi, air conditioning and household amenities such as a dishwasher and coffee machine. It is set 2.7 km from Plage de Maldorme and features a lift. The property is non-smoking and is located 2.5 km from Fausse Monnaie.

The spacious apartment has 3 bedrooms, 2 bathrooms, bed linen, towels, a TV, a dining area, a fully equipped kitchen, and a balcony with sea views. The property offers city views.

Popular points of interest near the apartment include Saint-Ferreol Street, Palais du Pharo and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 22 km from Vieux-Port - Vue exceptionnelle - 3 ch et clim."
767,Fully equipped apartment balcony sleeps 7 wifi,€ 638,Managed by a private host,"Situated in Marseille in the Provence-Alpes-Côte d'Azur region, Fully equipped apartment balcony sleeps 7 wifi features a balcony. It is set 1.7 km from Marseille Saint-Charles Train Station and features a lift. The property is non-smoking and is located 2.8 km from Joliette Metro Station.

With free WiFi, this 2-bedroom apartment provides a cable flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Les Terrasses du Port Shopping Centre is 3 km from the apartment, while Vieux Port Metro station is 3.3 km away. The nearest airport is Marseille Provence Airport, 22 km from Fully equipped apartment balcony sleeps 7 wifi."
